col24,1,42.5,1,0
col30,2,20/02/22,1,0
col28,3,56.4,1,1
col10,4,51.6,1,0
col22,5,54.3,1,1
col29,6,41.2,1,1
col2,7,50.8,1,1
col5,8,79.5,1,0
col7,9,58.8,1,0
col23,10,73.5,1,1
col19,11,38.7,1,1
col3,12,24,1,0
col6,13,62.8,1,0
col32,14,06/03/22,1,0
col13,15,79.1,1,0
col16,16,78.2,1,1
